मुँहतोड़	m ʊ̃ ʱ t̪ oː ɽ
मदमत्त	m ə d̪ m ə t̪ t̪
हाज़िर	ɦ ɑː z ɪ ɾ
अराजकवाद	ə ɾ ɑː d͡ʒ ə k ʋ ɑː d̪
अश्वमेध	ə ʃ ʋ ə m eː d̪ ʱ
बैतनिय्याह	b ɛ t̪ ə n i jː a ɦ
अछूता	ə t͡ʃʰ uː t̪ ɑː
विभक्ति	ʋ ɪ b ʱ ə k t̪ iː
पंजीकरण	p ə ɲ d͡ʒ iː k ə ɾ ə n
आत्मसमर्पण	ɑː t̪ m s ə m ə ɾ p ə n
दौर	d̪ ɔː ɾ
अभियंत्रिकी	ə b ʱ iː j ə n t̪ ɾ ɪ k iː
मखानी	m ə kʰ ɑː n iː
कलाई	k ə l ɑː iː
तेवर	t̪ eː ʋ ə ɾ
जगह	d͡ʒ ə ɡ ɑː
नासरत	n ɑː s ə ɾ ə t̪
पाकिस्तान	p ɑː k ɪ s t̪ ɑː n
लिंग	l ɪ ŋ ɡ
आविष्कार	ɑː ʋ ɪ ʃ k ɑː ɾ
कामवाली	k ɑː m ʋ ɑː l iː
मुहतरम	m ʊ ɦ ə t̪ ɾ ə m
साझेदार	s ɑː d͡ʒ ʱ eː d̪ ɑː ɾ
तराशा	t̪ ə ɾ ɑː ʃ ɑː
बँटवारा	b ə̃ ʈ ʋ ɑː ɾ ɑː
चार	t͡ʃ ɑː ɾ
मौद्रिक	m ɔː d̪ ɾ ɪ k
नीचा	n iː t͡ʃ ɑː
वाष्पन	ʋ ɑː ʃ p ə n
चिपकू	t͡ʃ ɪ p k uː
महिमा	m ə ɦ ɪ m ɑː
षट्कोण	ʃ ə ʈ k oː n
कष्टसाध्य	k ə ʃ ʈ s ɑː d̪ ʱ j
बालिका	b ɑː l ɪ k ɑː
क्रियापद	k ɾ iː j ɑː p ə d̪
छोटा	t͡ʃʰ oː ʈ ɑː
निहारना	n ɪ ɦ ɑː ɾ n ɑː
होना	ɦ oː n ɑː
मूंग	m uː ŋ ɡ
अपलक	ə p ə l ə k
कक्ष	k ə k ʃ
महबूबा	m ɛː ʱ b uː b ɑː
निःशुल्क	n ɪʰ ʃ ʊ l k
सम्मानजनक	s ə m m ɑː n d͡ʒ ə n ə k
व्यंजनाक्षर	ʋ j ə ɲ d͡ʒ ə n ɑː k ʃ ə ɾ
गुणधर्म	ɡ ʊ n d̪ ʱ ə ɾ m
कठुआ	k ə ʈʰ ʊ ɑː
सम्मति	s ə m m ə t̪ iː
अड़सठ	ə ɽ s ə ʈʰ
हलब	ɦ ə l ə b
पृष्ठभूमि	p ɾ ɪ ʃ ʈʰ b ʱ uː m iː
घर	ɡ ʱ ə ɾ
महत्वाकांक्षा	m ɛː ʱ t̪ ʋ ɑː k ɑː ŋ k ʃ ɑː
संसिद्धि	s ə n s ɪ d̪ d̪ ʱ iː
घबराना	ɡ ʱ ə b ɾ ɑː n ɑː
भरोसेमंद	b ʱ ə ɾ oː s eː m ə n d̪
कितना	k ɪ t̪ n ɑː
स्वर	s ʋ ə ɾ
सर्द	s ə ɾ d̪
झोंकना	d͡ʒ ʱ oː ŋ k n ɑː
अलगाव	ə l ɡ ɑː ʋ
किंवदंती	k ĩ ʋ d̪ ə n t̪ iː
सुलेमान	s ʊ l eː m ɑː n
चालक	t͡ʃ ɑː l ə k
दमन	d̪ ə m ə n
सच्चरित्र	s ə t͡ʃ t͡ʃ ə ɾ ɪ t̪ ɾ
तरकारी	t̪ ə ɾ k ɑː ɾ iː
यूनिकोड	j uː n ɪ k oː ɖ
मेहमानदारी	m eː ʱ m ɑː n d̪ ɑː ɾ iː
उल्टी	ʊ l ʈ iː
विरुद्ध	ʋ ɪ ɾ ʊ d̪ d̪ ʱ
अटल	ə ʈ ə l
अंगोला	ə ŋ ɡ oː l ɑː
अभिनेत्री	ə b ʱ ɪ n eː t̪ ɾ iː
अकारथ	ə k ɑː ɾ ə t̪ʰ
गुबरैला	ɡ ʊ b ɾ ɛː l ɑː
नेटवर्क	n eː ʈ ʋ ə ɾ k
बिजलीघर	b ɪ d͡ʒ l iː ɡ ʱ ə ɾ
खसरा	kʰ ə s ɾ ɑː
फ़ानी	f ɑː n iː
आबला	ɑː b l ɑː
पनस	p ə n ə s
डीयू	ɖ iː j uː
जाम	d͡ʒ ɑː m
अंतिम	ə n t̪ ɪ m
सर्वत्र	s ə ɾ ʋ ə t̪ ɾ
दर्पण	d̪ ə ɾ p ə n
सौंपना	s ɔː m p n ɑː
सोना	s oː n ɑː
निकम्मापन	n ɪ k ə m m ɑː p ə n
दिलेरी	d̪ ɪ l eː ɾ iː
बड़	b ə ɽ
भोजपुरी	b ʱ oː d͡ʒ p ʊ ɾ iː
कल्पित	k ə l p ɪ t̪
अंग्रेजी	ə ŋ ɡ ɾ eː d͡ʒ iː
गूंगा	ɡ uː ŋ ɡ ɑː
नाच	n ɑː t͡ʃ
खोज	kʰ oː d͡ʒ
शिखर	ʃ ɪ kʰ ə ɾ
हरियाणवी	ɦ ə ɾ iː j ɑː n ʋ iː
बूँद	b ũː d̪
जीवनी	d͡ʒ iː ʋ n iː
आयुक्त	ɑː j ʊ k t̪
परिसंघ	p ə ɾ ɪ s ə ŋ ɡ ʱ
चिलवन	t͡ʃ ɪ l ʋ ə n
ढेला	ɖ ʱ eː l ɑː
उत्तम	ʊ t̪ t̪ ə m
फ्रांस	pʰ ɾ ɑː n s
शिकार	ʃ ɪ k ɑː ɾ
रक्तसंचार	ɾ ə k t̪ s ə ɲ t͡ʃ ɑː ɾ
पपीहा	p ə p iː ɦ ɑː
मेहंदी	m ɛː ʱ n d̪ iː
सरकंडा	s ə ɾ k ə n ɖ ɑː
कीचड़	k iː t͡ʃ ə ɽ
अत्यावश्यक	ə t̪ j ɑː ʋ ə ʃ j ə k
भतीजी	b ʱ ə t̪ iː d͡ʒ iː
कू	k uː
अभ्रक	ə b ʱ ɾ ə k
अल्लाह	ə l l ɑː ʱ
सोखना	s oː kʰ n ɑː
सिंहाली	s ɪ n ɦ ɑː l iː
राहत	ɾ ɑː ɦ ə t̪
तंज़	t̪ ə n z
अनुरक्षण	ə n ʊ ɾ ə k ʃ ə n
मुरीद	m ʊ ɾ iː d̪
इकलौता	ɪ k l ɔː t̪ ɑː
जादूगर	d͡ʒ ɑː d̪ uː ɡ ə ɾ
स्त्रोत	s t̪ ɾ oː t̪
खाड़ी	kʰ ɑː ɽ iː
फिल्म	pʰ ɪ l m
चढ़ना	t͡ʃ ə ɽ ʱ n ɑː
पूर्वस्नातक	p uː ɾ ʋ s n ɑː t̪ ə k
पटेल	p ə ʈ eː l
लेनिनवाद	l eː n ɪ n ʋ ɑː d̪
गुलदान	ɡ ʊ l d̪ ɑː n
हवेली	ɦ ə ʋ eː l iː
स्वतंत्रता	s ʋ ə t̪ ə n t̪ ɾ ə t̪ ɑː
अमीर	ə m iː ɾ
जनूबी	d͡ʒ ə n uː b iː
परामर्श	p ə ɾ ɑː m ə ɾ ʃ
हरिजन	ɦ ə ɾ ɪ d͡ʒ ə n
रचना	ɾ ə t͡ʃ n ɑː
ब्योंत	b j oː n t̪
प्रसाधन	p ɾ ə s ɑː d̪ ʱ ə n
ओटावा	oː ʈ ɑː ʋ ɑː
मेंह	m eː n ʱ
ही	ɦ iː
झोंका	d͡ʒ ʱ oː ŋ k ɑː
उनींदा	ʊ n iː n d̪ ɑː
संगम	s ə ŋ ɡ ə m
टनेल	ʈ ə n eː l
पुर	p ʊ ɾ
अंगीकार	ə ŋ ɡ iː k ɑː ɾ
मौसंबी	m ɔː s ə m b iː
यतीम	j ə t̪ iː m
तय	t̪ ə j
अर्धविकसित	ə ɾ d̪ ʱ ʋ ɪ k s ɪ t̪
कोह	k oː ʱ
तुफ़ंग	t̪ ʊ f ə ŋ ɡ
मारतौल	m ɑː ɾ t̪ ɔː l
देहात	d̪ eː ɦ ɑː t̪
अड़ना	ə ɽ n ɑː
इंचियोन	ɪ ɲ t͡ʃ iː j oː n
यीशु	j iː ʃ uː
रेस्तराँ	ɾ eː s t̪ ə ɾ ɑ̃ː
मालूम	m aː l uː m
से	s eː
वाकिफ	ʋ ɑː k ɪ pʰ
तुष्टीकरण	t̪ ʊ ʃ ʈ iː k ə ɾ ə n
बंधु	b ə n d̪ ʱ uː
प्रोग्राम	p ɾ oː ɡ ɾ ɑː m
झिझक	d͡ʒ ʱ ɪ d͡ʒ ʱ ə k
गंतव्य	ɡ ə n t̪ ə ʋ j
धड़कन	d̪ ʱ ə ɽ k ə n
सूद	s uː d̪
खुलेआम	kʰ ʊ l eː ɑː m
बाहर	b ɑː ɦ ə ɾ
डील	ɖ iː l
प्राध्यापक	p ɾ ɑː d̪ ʱ j ɑː p ə k
द्राक्षिरा	d̪ ɾ ɑː k ʃ ɪ ɾ ɑː
देशभक्त	d̪ eː ʃ b ʱ ə k t̪
कलंक	k ə l ə ŋ k
रिकॉर्ड	ɾ ɪ k ɔː ɾ ɖ
कैमरा	k ɛː m ɾ ɑː
इनकार	ɪ n k ɑː ɾ
मशीनी	m ə ʃ iː n iː
भांजी	b ʱ ɑː ɲ d͡ʒ iː
किरदार	k ɪ ɾ d̪ ɑː ɾ
बर्ताव	b ə ɾ t̪ ɑː ʋ
पल	p ə l
त्रासदी	t̪ ɾ ɑː s d̪ iː
उधार	ʊ d̪ ʱ ɑː ɾ
नहान	n ə ɦ ɑː n
चक्कर	t͡ʃ ə k k ə ɾ
हब्शी	ɦ ə b ʃ iː
द्विध्रुव	d̪ ʋ ɪ d̪ ʱ ɾ ʊ ʋ
भेद	b ʱ eː d̪
मानवीय	m ɑː n ə ʋ iː j
अलंकार	ə l ə ŋ k ɑː ɾ
पुड़िया	p ʊ ɽ iː j ɑː
नंगा	n ə ŋ ɡ ɑː
धनी	d̪ ʱ ə n iː
बनिज	b ə n ɪ d͡ʒ
मुलाज़िम	m ʊ l ɑː z ɪ m
समुच्चय	s ə m ʊ t͡ʃ t͡ʃ ə j
हमाहमी	ɦ ə m ɑː ɦ ə m iː
शिक्षा	ʃ ɪ k ʃ ɑː
ब्रह्मदेश	b ɾ ɛː ʱ m ə d̪ eː ʃ
इम्तहान	ɪ m t̪ ə ɦ ɑː n
पत्थर	p ə t̪ t̪ʰ ə ɾ
गैलन	ɡ ɛː l ə n
घनत्व	ɡ ʱ ə n ə t̪ ʋ
अरिहंत	ə ɾ ɪ ɦ ə n t̪
थाइलैंड	t̪ʰ ɑː ɪ l ɛː n ɖ
राजत्व	ɾ ɑː d͡ʒ ə t̪ ʋ
चकाचौंध	t͡ʃ ə k ɑː t͡ʃ ɔː n d̪ ʱ
गलना	ɡ ə l n ɑː
लाभकारक	l ɑː b ʱ k ɑː ɾ ə k
अंगच्छेद	ə ŋ ɡ ə t͡ʃ t͡ʃʰ eː d̪
निश्चित	n ɪ ʃ t͡ʃ ɪ t̪
मेवाड़	m eː ʋ ɑː ɽ
सर्वाधिक	s ə ɾ ʋ ɑː d̪ ʱ ɪ k
नसीहत	n ə s iː ɦ ə t̪
कॉमेडी	k ɔː m eː ɖ iː
सूरज	s uː ɾ ə d͡ʒ
कहानीकार	k ə ɦ ɑː n iː k ɑː ɾ
कोहनी	k oː ʱ n iː
रेल	ɾ eː l
कार्यान्वित	k ɑː ɾ j ɑː n ʋ ɪ t̪
टैक्स	ʈ ɛː k s
बाड़ी	b ɑː ɽ iː
हिचकी	ɦ ɪ t͡ʃ k iː
बहनोई	b ɛː ʱ n oː iː
इंग्लैंड	ɪ ŋ ɡ l ɛː n ɖ
झुमका	d͡ʒ ʱ ʊ m k ɑː
मानक	m ɑː n ə k
साहित्य	s ɑː ɦ ɪ t̪ j
बारह	b ɑː ɾ ə ʱ
संजाल	s ə ɲ d͡ʒ ɑː l
प्रवक्ता	p ɾ ə ʋ ə k t̪ ɑː
रूस	ɾ uː s
ऋण	ɾ ɪ n
खोंसना	kʰ oː n s n ɑː
गमला	ɡ ə m l ɑː
भारी	b ʱ ɑː ɾ iː
सोहाग	s oː ɦ ɑː ɡ
करोड़	k ə ɾ oː ɽ
चेचेन	t͡ʃ eː t͡ʃ eː n
ममेरा	m ə m eː ɾ ɑː
झिझकना	d͡ʒ ʱ ɪ d͡ʒ ʱ ə k n ɑː
बिंदास	b ɪ n d̪ ɑː s
युक्त	j ʊ k t̪
तथा	t̪ ə t̪ʰ ɑː
चतुर्थ	t͡ʃ ə t̪ ʊ ɾ t̪ʰ
कौतुकी	k ɔː t̪ ʊ k iː
आयोजन	ɑː j oː d͡ʒ ə n
भारोपीय	b ʱ ɑː ɾ oː p iː j ᵊ
टोस्ट	ʈ oː s ʈ
मिलनसार	m ɪ l ə n s ɑː ɾ
आदेश	ɑː d̪ eː ʃ
कप्तान	k ə p t̪ ɑː n
एवज़	eː ʋ ə z
उलटी	ʊ l ʈ iː
होबार्ट	ɦ oː b ɑː ɾ ʈ
मानविकी	m ɑː n ʋ ɪ k iː
पल्लव	p ə l l ə ʋ
निर्बल	n ɪ ɾ b ə l
नवासी	n ə ʋ ɑː s iː
दुनाली	d̪ ʊ n ɑː l iː
असमंजस	ə s ə m ə ɲ d͡ʒ ə s
जेठानी	d͡ʒ eː ʈʰ ɑː n iː
तेरे	t̪ eː ɾ eː
आलेख	ɑː l eː kʰ
सकल	s ə k ə l
वेद	ʋ eː d̪
अभिदृश्यक	ə b ʱ ɪ d̪ ɾ ɪ ʃ j ə k
फाफड़ा	pʰ ɑː pʰ ɽ ɑː
शून्य	ʃ uː n j ə
पुस्तकालय	p ʊ s t̪ ə k ɑː l ə j
प्रत्यक्षीकरण	p ɾ ə t̪ j ə k ʃ iː k ɾ ə n
दर्शन	d̪ ə ɾ ʃ ə n
अफ़ीम	ə f iː m
प्रतापी	p ɾ ə t̪ ɑː p iː
शरारत	ʃ ə ɾ ɑː ɾ ə t̪
सुमन	s ʊ m ə n
कार्गो	k ɑː ɾ ɡ oː
मसीही	m ə s iː ɦ iː
आवंटित	ɑː ʋ ə n ʈ ɪ t̪
संग	s ə ŋ ɡ
इटालियन	ɪ ʈ ɑː l iː j ə n
उचकना	ʊ t͡ʃ ə k n ɑː
निकारागुआ	n ɪ k ɑː ɾ ɑː ɡ ʊ ɑː
निकोबार	n ɪ k oː b ɑː ɾ
अधोहस्ताक्षरी	ə d̪ ʱ oː ɦ ə s t̪ ɑː k ʃ ə ɾ iː
इस्पात	ɪ s p ɑː t̪
लिसान	l ɪ s ɑː n
गुदाद्वार	ɡ ʊ d̪ ɑː d̪ ʋ ɑː ɾ
राजदूत	ɾ ɑː d͡ʒ d̪ uː t̪
अथक	ə t̪ʰ ə k
चौरासी	t͡ʃ ɔː ɾ ɑː s iː
दारू	d̪ ɑː ɾ uː
मोर	m oː ɾ
छूट	t͡ʃʰ uː ʈ
चक्षुदान	t͡ʃ ə k ʃ ʊ d̪ ɑː n
मिसाइल	m ɪ s ɑː ɪ l
महाशय	m ə ɦ ɑː ʃ ə j
कितने	k ɪ t̪ n eː
नतीजतन	n ə t̪ iː d͡ʒ t̪ ə n
उभरना	ʊ b ʱ ə ɾ n ɑː
रौशनी	ɾ ɔː ʃ n iː
भटूरा	b ʱ ə ʈ uː ɾ ɑː
गुदड़ी	ɡ ʊ d̪ ɽ iː
लोगों	l oː ɡ õː
पयाम	p ə j ɑː m
विनाशक	ʋ ɪ n ɑː ʃ ə k
जेद्दा	d͡ʒ eː d̪ d̪ ɑː
भटनागर	b ʱ ə ʈ n ɑː ɡ ə ɾ
आयोग	ɑː j oː ɡ
शहमात	ʃ ɛː ʱ m ɑː t̪
लापरवाह	l ɑː p ə ɾ ʋ ɑː ʱ
सिरदर्द	s ɪ ɾ d̪ ə ɾ d̪
आत्मस्तुति	ɑː t̪ m ə s t̪ ʊ t̪ iː
चिरंजीव	t͡ʃ ɪ ɾ ə ɲ d͡ʒ iː ʋ
बिचला	b ɪ t͡ʃ l ɑː
मुसाफ़िर	m ʊ s ɑː f ɪ ɾ
अंतर्धान	ə n t̪ ə ɾ d̪ ʱ ɑː n
संकल्प	s ə ŋ k ə l p
कडपा	k ə ɖ p ɑː
फ़ीता	f iː t̪ ɑː
खुदाई	kʰ ʊ d̪ ɑː iː
परात	p ə ɾ ɑː t̪
गवाही	ɡ ə ʋ ɑː ɦ iː
इमदाद	ɪ m d̪ ɑː d̪
अंग	ə ŋ ɡ
लज्जा	l ə d͡ʒ d͡ʒ ɑː
वैदिक	ʋ ɛː d̪ ɪ k
अप्रिय	ə p ɾ ɪ j
दिहाड़ी	d̪ ɪ ɦ ɑː ɽ iː
न्यारा	n j ɑː ɾ ɑː
नकारात्मक	n ə k ɑː ɾ ɑː t̪ m ə k
किताब	k ɪ t̪ ɑː b
परवरिश	p ə ɾ ʋ ə ɾ ɪ ʃ
नौजवान	n ɔː d͡ʒ ə ʋ ɑː n
नमक	n ə m ə k
फेरी	pʰ eː ɾ iː
काफी	k ɑː pʰ iː
पुतला	p ʊ t̪ l ɑː
मैदा	m ɛː d̪ ɑː
नमाज़गाह	n ə m ɑː z ɡ ɑː ʱ
गोड़ना	ɡ oː ɽ n ɑː
प्रथमतः	p ɾ ə t̪ʰ ə m t̪ əʰ
शिकंजी	ʃ ɪ k ə ɲ d͡ʒ iː
कंकाल	k ə ŋ k ɑː l
सुबकना	s ʊ b ə k n ɑː
लिपि	l ɪ p iː
जानना	d͡ʒ ɑː n n ɑː
फ़्लोरिडा	f l oː ɾ ɪ ɖ ɑː
डरबन	ɖ ə ɾ b ə n
तृतीय	t̪ ɾ ɪ t̪ iː j
कुशासन	k ʊ ʃ ɑː s ə n
ऋणदाताओ	ɾ ɪ n d̪ ɑː t̪ ɑː oː
अनामिका	ə n ɑː m ɪ k ɑː
फ़ॉर्मूला	f ɔː ɾ m uː l ɑː
परोपकार	p ə ɾ oː p k ɑː ɾ
विधेय	ʋ ɪ d̪ ʱ eː j
आयात	ɑː j ɑː t̪
नादिरशाही	n ɑː d̪ ɪ ɾ ʃ ɑː ɦ iː
दोगुना	d̪ oː ɡ ʊ n ɑː
ल्हासा	l ɦ ɑː s ɑː
पंजा	p ə ɲ d͡ʒ ɑː
घूंट	ɡ ʱ uː n ʈ
पैंट	p ɛː n ʈ
मालिकाना	m ɑː l ɪ k ɑː n ɑː
तबदील	t̪ ə b d̪ iː l
सियालकोट	s iː j ɑː l k oː ʈ
आशिष	ɑː ʃ ɪ ʃ
तारीफ़	t̪ ɑː ɾ iː f
शाल	ʃ ɑː l
फुनगी	pʰ ʊ n ɡ iː
तंज़ीम	t̪ ə n z iː m
पूरब	p uː ɾ ə b
उलूक	ʊ l uː k
नागवार	n ɑː ɡ ə ʋ ɑː ɾ
भुगतना	b ʱ ʊ ɡ ə t̪ n ɑː
रब	ɾ ə b
मानसून	m ɑː n s uː n
व्यावहारिक	ʋ j ɑː ʋ ɦ ɑː ɾ ɪ k
विद्यालयी	ʋ ɪ d̪ j ɑː l ə j iː
तरतीब	t̪ ə ɾ t̪ iː b
कंप्यूटर	k ə m p j uː ʈ ə ɾ
पणजी	p ə n d͡ʒ iː
बंदरगाह	b ə n d̪ ə ɾ ɡ ɑː ʱ
आगमन	ɑː ɡ ə m ə n
विंदालू	ʋ ɪ n d̪ ɑː l uː
सियार	s iː j ɑː ɾ
इंटरफ़ेस	ɪ n ʈ ə ɾ f eː s
चित्रण	t͡ʃ ɪ t̪ ɾ ə n
बंटना	b ə n ʈ n ɑː
इश्तिहार	ɪ ʃ t̪ ɪ ɦ ɑː ɾ
फ़ीसद	f iː s ə d̪
आयन	ɑː j ə n
उद्घाटन	ʊ d̪ ɡ ʱ ɑː ʈ ə n
अपवित्र	ə p ə ʋ ɪ t̪ ɾ
पौर	p ɔː ɾ
कायको	k ɑː j k oː
फ़िलहाल	f ɪ l ɦ ɑː l
किरगिज़	k ɪ ɾ ɡ ɪ z
इक्कीस	ɪ k k iː s
प्रेयसी	p ɾ eː j ə s iː
शौर्य	ʃ ɔː ɾ j
चमची	t͡ʃ ə m t͡ʃ iː
सतहत्तर	s ə t̪ʰ ə t̪ t̪ ə ɾ
मारवाड़ी	m ɑː ɾ ʋ ɑː ɽ iː
लापता	l ɑː p ə t̪ ɑː
हीर	ɦ iː ɾ
इब्तिदाई	ɪ b t̪ ɪ d̪ ɑː iː
दांत	d̪ ɑː n t̪
परंतु	p ə ɾ ə n t̪ uː
ताम्र	t̪ ɑː m ɾ
अमूल्य	ə m uː l j
धूआँ	d̪ ʱ uː ɑ̃ː
मूलाधार	m uː l aː d̪ ʱ aː r
घुंडी	ɡ ʱ ʊ n ɖ iː
खोटा	kʰ oː ʈ ɑː
ज़हरीला	z ɛː ʱ ɾ iː l ɑː
बीरगंज	b iː ɾ ɡ ə ɲ d͡ʒ
तह	t̪ ə ʱ
बाबत	b ɑː b ə t̪
रोज़ा	ɾ oː z ɑː
दुष्चक्र	d̪ ʊ ʃ t͡ʃ ə k ɾ
ताक	t̪ ɑː k
उन्नीस	ʊ n n iː s
रोज़ी	ɾ oː z iː
अर्धकुशल	ə ɾ d̪ ʱ k ʊ ʃ ə l
जुग	d͡ʒ ʊ ɡ
दूसरा	d̪ uː s ɾ ɑː
परिमाप	p ə ɾ ɪ m ɑː p
बब्बर	b ə b b ə ɾ
संगीन	s ə ŋ ɡ iː n
कठिन	k ə ʈʰ ɪ n
ओशिआनिया	oː ʃ iː j ɑː n iː j ɑː
आपेक्षिक	ɑː p eː k ʃ ɪ k
चोरना	t͡ʃ oː ɾ n ɑː
पद्मावत	p ə d̪ m ɑː ʋ ə t̪
घोषित	ɡ ʱ oː ʃ ɪ t̪
हॉलैंड	ɦ ɔː l ɛː n ɖ
चेरी	t͡ʃ eː ɾ iː
बादशाह	b ɑː d̪ ʃ ɑː ʱ
अनुपजाऊ	ə n ʊ p d͡ʒ ɑː uː
बेलचा	b eː l t͡ʃ ɑː
इंडिया	ɪ n ɖ iː j ɑː
झूठी	d ʒ ʱ uː ʈʰ iː
आश्चर्य	ɑː ʃ t͡ʃ ə ɾ j
ऋतु	ɾ ɪ t̪ uː
सिनेमाघर	s ɪ n eː m ɑː ɡ ʱ ə ɾ
अन्न	ə n n ə
तरबूज़ा	t̪ ə ɾ b uː z ɑː
देर	d̪ eː ɾ
अवशोषण	ə ʋ ʃ oː ʃ ə n
अंतराल	ə n t̪ ə ɾ ɑː l
धर्मनिरपेक्षता	d̪ ʱ ə ɾ m n ɪ ɾ p eː k ʃ t̪ ɑː
असंभावित	ə s ə m b ʱ ɑː ʋ ɪ t̪
मनीऑर्डर	m ə n iː ɔː ɾ ɖ ə ɾ
मस्तक	m ə s t̪ ə k
शब्द	ʃ ə b d̪
बरेली	b ə ɾ eː l iː
खान	kʰ ɑː n
सुलाना	s ʊ l ɑː n ɑː
शिवांबु	ʃ ɪ ʋ ɑː m b uː
चबाना	t͡ʃ ə b ɑː n ɑː
मौसमी	m ɔː s m iː
भिन्नता	b ʱ ɪ n n t̪ ɑː
दिक्पात	d̪ ɪ k p ɑː t̪
मिस्टर	m ɪ s ʈ ə ɾ
अनुरूप	ə n ʊ ɾ uː p
शिशुशाला	ʃ ɪ ʃ ʊ ʃ ɑː l ɑː
जमना	d͡ʒ ə m n ɑː
अनुदान	ə n ʊ d̪ ɑː n
पुर्तगाल	p ʊ ɾ t̪ ə ɡ ɑː l
तिल्ली	t̪ ɪ l l iː
ईटानगर	iː ʈ ɑː n ə ɡ ə ɾ
आचरण	ɑː t͡ʃ ə ɾ ə n
पैराग्वे	p ɛː ɾ ɑː ɡ ʋ eː
जलवा	d͡ʒ ə l ʋ ɑː
शीरी	ʃ iː ɾ iː
निरस्त्रीकरण	n ɪ ɾ ə s t̪ ɾ iː k ɾ ə n
किफ़ायत	k ɪ f ɑː j ə t̪
कोची	k oː t͡ʃ iː
प्राणवायु	p ɾ ɑː n ʋ ɑː j uː
भँवरा	b ʱ ə̃ ʋ ɾ ɑː
सुनसान	s ʊ n s ɑː n
घटित	ɡ ʱ ə ʈ ɪ t̪
परिधि	p ə ɾ ɪ d̪ ʱ iː
मिस्त्री	m ɪ s t̪ ɾ iː
खटाई	kʰ ə ʈ aː iː
वर्णमाला	ʋ ə ɾ n m ɑː l ɑː
नजूमी	n ə d͡ʒ uː m iː
तराज़ू	t̪ ə ɾ ɑː z uː
नदी	n ə d iː
खल्लास	kʰ ə l l ɑː s
बहरापन	b ɛː ʱ ɾ ɑː p ə n
झालर	d͡ʒ ʱ ɑː l ə ɾ
कड़वा	k ə ɽ ʋ ɑː
उनतीस	ʊ n t̪ iː s
डिक्की	ɖ ɪ k k iː
प्राकृतिक	p ɾ ɑː k ɾ ɪ t̪ ɪ k
अवलोकन	ə ʋ l oː k ə n
यद्यपि	j ə d̪ j ə p iː
बनाम	b ə n ɑː m
अरगनी	ə ɾ ə ɡ n iː
बिच्छू	b ɪ t͡ʃ t͡ʃʰ uː
हज्ज	ɦ ə d͡ʒ d͡ʒ
टैंकर	ʈ ɛː ŋ k ə ɾ
हड़ताल	ɦ ə ɽ t̪ ɑː l
इकतालीस	ɪ k t̪ ɑː l iː s
सफ़ेद	s ə f eː d̪
टूर्नामेंट	ʈ uː ɾ n ɑː m eː n ʈ
ढिशूम	ɖ ʱ ɪ ʃ uː m
छंद	t͡ʃʰ ə n d̪
फर्न	pʰ ə ɾ n
चाँटा	t͡ʃ ɑ̃ː ʈ ɑː
रगड़न	ɾ ə ɡ ɽ ə n
क्षत्रिय	k ʃ ə t̪ ɾ iː j ə
तेलंगाना	t̪ eː l ə ŋ ɡ ɑː n ɑː
कूल्हा	k uː l ɦ ɑː
वज़ीर	ʋ ə z iː ɾ
नामीबिया	n ɑː m iː b iː j ɑː
प्रयोगशाला	p ɾ ə j oː ɡ ʃ ɑː l ɑː
तिरछा	t̪ ɪ ɾ t͡ʃʰ ɑː
गुर्जिस्तान	ɡ ʊ ɾ d͡ʒ ɪ s t̪ ɑː n
पक्ष	p ə k ʃ
ओडिशा	oː ɖ ɪ ʃ ɑː
निरीक्षण	n ɪ ɾ iː k ʃ ə n
जगमगाना	d͡ʒ ə ɡ m ə ɡ ɑː n ɑː
कर्तव्यपथ	k ə ɾ t̪ ə ʋ j ə p ə t̪ʰ
चिढ़ना	t͡ʃ ɪ ɽ ʱ n ɑː
गोदी	ɡ oː d̪ iː
फ़्राँस	f ɾ ɑ̃ː s
त्रिकोणमितीय	t̪ ɾ ɪ k oː n m ɪ t̪ iː j
काबीना	k ɑː b iː n ɑː
ज़िद	z ɪ d̪
संस्कारी	s ə n s k ɑː ɾ iː
देने	d̪ eː n eː
चिरस्थायी	t͡ʃ ɪ ɾ s t̪ʰ ɑː j iː
सवार	s ə ʋ ɑː ɾ
रक्त	ɾ ə k t̪
सेठ	s eː ʈʰ
बहाल	b ə ɦ ɑː l
दहना	d̪ ɛː ʱ n ɑː
अभी	ə b ʱ iː
सेंट	s eː n ʈ
टर्मिनल	ʈ ə ɾ m ɪ n ə l
बीस	b iː s
यानी	j ɑː n iː
महारत	m ə ɦ ɑː ɾ ə t̪
कमल	k ə m ə l
कल्पना	k ə l p ə n ɑː
प्राधिकारी	p ɾ ɑː d̪ ʱ ɪ k ɑː ɾ iː
मुहर्रम	m ʊ ɦ ə ɾ ɾ ə m
भ्रष्ट	b ʱ ɾ ə ʃ ʈ
प्रासंगिकता	p ɾ ɑː s ə ŋ ɡ ɪ k t̪ ɑː
वास्कट	ʋ ɑː s k ə ʈ
प्रशिक्षण	p ɾ ə ʃ ɪ k ʃ ə n
बेअक़्ल	b eː ə q ə l̪
धैर्य	d̪ ʱ ɛː ɾ j
रौशन	ɾ ɔː ʃ ə n
परिणामस्वरूप	p ə ɾ ɪ n ɑː m s ʋ ə ɾ uː p
सानी	s ɑː n iː
सरसों	s ə ɾ s õː
